epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,batch_size,avg,iter_total
1.0089647920103744,1.0383755420334637,1.0055934169795364,1.028161249938421,0.997196750016883,1.0084217499243096,1.0630152920493856,1.0177975830156356,0.9881328749470413,1.0272716670297086,16,1.018293091794476,10.215077917091548
0.5033755420008674,0.5147271669702604,0.5328013339312747,0.5204438749933615,0.5167560830013826,0.5585074169794098,0.5505912089720368,0.630249209003523,0.5185430840356275,0.5286745419725776,32,0.5374669461860322,5.401102208066732
0.2854075829964131,0.2836044579744339,0.2732290839776397,0.27354920899961144,0.28729758400004357,0.2841738749993965,0.2764247920131311,0.27764170803129673,0.30316300003323704,0.2759437080239877,64,0.2820435001049191,2.844550875015557
0.15092929208185524,0.15037499996833503,0.1587607499677688,0.15849262499250472,0.15964266704395413,0.1584955840371549,0.15557870804332197,0.15766924992203712,0.15130958298686892,0.16125299991108477,128,0.15625064589548857,1.5873507079668343
0.10012670897413045,0.09980824997182935,0.09935912501532584,0.0990224159322679,0.09921591600868851,0.09894145897123963,0.09935795795172453,0.09899737499654293,0.10056158306542784,0.24914124992210418,256,0.11445320408092811,1.1688225420657545
0.10794891696423292,0.09195187489967793,0.08149837492965162,0.08276274998206645,0.08146708307322115,0.08588554197922349,0.08264808403328061,0.07622341602109373,0.07768516696523875,0.08361779199913144,512,0.08516890008468181,0.8779370000120252
0.06215374998282641,0.06360650004353374,0.06264870800077915,0.06387104198802263,0.06398654100485146,0.07000079099088907,0.0627810419537127,0.05715324997436255,0.056890000007115304,0.056976875057443976,1024,0.0620068499003537,0.6461674589663744
0.05622270796447992,0.05412491597235203,0.05807337490841746,0.055468125035986304,0.052516749943606555,0.05687987501733005,0.05444620794150978,0.05209070804994553,0.05179012508597225,0.05340937490109354,2048,0.05450221648206934,0.5707187500083819
0.06645400007255375,0.059018958010710776,0.06006074999459088,0.05893574992660433,0.05910974997095764,0.05883658293168992,0.05923479201737791,0.06020120799075812,0.05879083299078047,0.06031579105183482,4096,0.06009584149578586,0.6267388329142705
0.06410187506116927,0.06800604204181582,0.07087650010362267,0.07002495892811567,0.06546133302617818,0.061695999931544065,0.062308791908435524,0.06078483397141099,0.06016183306928724,0.06053841591347009,8192,0.06439605839550495,0.6707098330371082
0.07681341597344726,0.06156208401080221,0.06149862497113645,0.05865170806646347,0.061117750010453165,0.06196787499357015,0.06232174998149276,0.06480520800687373,0.06356770801357925,0.06308395799715072,16384,0.06353900820249692,0.6617190829711035
